,Force_X_min,Force_X_max,Force_X_mean,Force_X_std,Force_X_skew,Force_X_kurtosis,Force_X_energy,Force_X_zero_crossings,Force_Y_min,Force_Y_max,Force_Y_mean,Force_Y_std,Force_Y_skew,Force_Y_kurtosis,Force_Y_energy,Force_Y_zero_crossings,Force_Z_min,Force_Z_max,Force_Z_mean,Force_Z_std,Force_Z_skew,Force_Z_kurtosis,Force_Z_energy,Force_Z_zero_crossings,Vibration_X_min,Vibration_X_max,Vibration_X_mean,Vibration_X_std,Vibration_X_skew,Vibration_X_kurtosis,Vibration_X_energy,Vibration_X_zero_crossings,Vibration_Y_min,Vibration_Y_max,Vibration_Y_mean,Vibration_Y_std,Vibration_Y_skew,Vibration_Y_kurtosis,Vibration_Y_energy,Vibration_Y_zero_crossings,Vibration_Z_min,Vibration_Z_max,Vibration_Z_mean,Vibration_Z_std,Vibration_Z_skew,Vibration_Z_kurtosis,Vibration_Z_energy,Vibration_Z_zero_crossings,AE_RMS_min,AE_RMS_max,AE_RMS_mean,AE_RMS_std,AE_RMS_skew,AE_RMS_kurtosis,AE_RMS_energy,AE_RMS_zero_crossings
0,-2.307,3.658,0.5742196615950999,0.8408201719800424,-0.03299694737224945,-0.3822308359953466,199372.52097400004,4465,-10.467,5.915,0.8156945152199007,1.175534329556862,-0.7639319558878965,5.591372553651356,393711.243417,4575,-4.084,3.773,-0.13172425824432962,1.0049243948017903,0.04800609435287849,-0.1749432529672843,197548.607903,5016,-1.149,0.878,0.013947398525328373,0.06221282422277165,-0.03369998956979931,1.1869776020148475,781.74589,90733,-1.142,0.867,0.019000181994030595,0.06276781395849997,-0.049938838163603776,1.1207283963867605,827.101147,87927,-1.133,0.896,0.024580415362376106,0.06380199356596938,-0.03613186858735843,1.0671060487054955,899.0429560000002,84221,-0.005,0.022,0.002319867508345726,0.00403299116124209,0.9110942710671894,0.7707280021525613,4.162967,6080
1,-3.449,7.369,1.6112152656534287,1.4014747389657511,0.1986467411420203,-0.1222303171318555,992522.9496529999,6200,-6.985,12.901,1.808180342932755,2.6344494402890697,0.6030463991344023,0.7243731711971835,2222185.1566639994,8937,-6.105,7.631,0.5422839119328102,2.1500042179431467,0.21825492506225322,-0.7866423982100321,1070101.019442,5160,-0.357,0.341,-0.005282666825942329,0.07445250060526115,-0.013539507579813584,0.22037622023559944,1212.551469,103084,-0.378,0.372,-0.013053502839394998,0.08071070094287133,-0.02277743326950892,0.06864279770161996,1454.9124789999996,96364,-0.39,0.436,-0.01592460441438627,0.08369897807365335,0.03736135023352503,0.18934624116162535,1579.95323,89948,-0.005,0.128,0.05420321889989525,0.015407821998749944,0.9577033533462754,2.997748342195923,691.1297290000001,24
2,-3.935,9.726,2.4789374559403807,1.944624625407285,0.2674318607380299,-0.36423893400125973,2168522.632385,5535,-8.69,19.025,2.652435917859137,3.9705178990834398,0.7447678503789966,0.8447041909873199,4980829.083004,8661,-7.228,9.747,1.021495784009448,3.255624573317265,0.2594890989991196,-1.0531669441053544,2543349.9261500007,4839,-0.372,0.398,-0.004546229412141688,0.07925228032161097,-0.04061360522161235,0.3560270666101779,1376.601728,102351,-0.431,0.417,-0.009217867377113716,0.09560362136329688,-0.061480315865883005,-0.013061611152301644,2015.233706,85648,-0.511,0.545,-0.011162194329240933,0.102849880421238,0.04203612102600223,0.19996387829052376,2338.035406,81505,-0.005,0.21,0.08365889386323895,0.022582507426884668,1.3414116592684053,4.580245017924164,1640.322552,20
3,-4.646,10.755,2.872566040237162,2.2677648219328446,0.2988270355597583,-0.4867685213633046,2930058.496728999,4948,-9.251,21.51,3.0923510443285354,4.519974390637907,0.7715864657872817,0.7846554589642949,6560995.308044002,8118,-7.569,10.624,1.2011243960082834,3.6368252958724154,0.2657960438909564,-1.068117733546461,3208917.853961,4751,-0.421,0.49,-0.0005211402815047106,0.08546536118600946,-0.01944586323105344,0.35351873485827623,1597.8957610000002,102086,-0.456,0.456,-0.0036013768954025775,0.1035439067865099,-0.06700098810439255,-0.02064648241333744,2348.1519139999996,80309,-0.62,0.668,-0.004157684694609902,0.11458643180159139,0.0787775859833271,0.6656268470421884,2876.0062139999995,81829,-0.005,0.22,0.10016966624457724,0.026009794622667563,1.2911550901196214,3.9914715884485696,2342.947085,20
4,-3.336,11.007,2.9003407179627354,2.2442153691418216,0.3423423608860959,-0.4995870537539271,2952070.567575,5054,-19.283,22.179,2.6561786342307867,4.561053795465415,0.6878613057655243,0.723104192511145,6115197.799080001,8872,-7.323,10.588,1.3124928158170468,3.6753224192039164,0.24839665285492277,-1.1185790863133884,3343262.583058,4799,-0.416,0.424,0.02390164912760239,0.09080686026512713,-0.09448376532283678,0.10255316379588741,1935.4497729999998,104362,-0.491,0.463,0.03086847524030796,0.11095985957571187,-0.10176116240329049,-0.11113073959876552,2911.7775650000003,82049,-0.511,0.612,0.0413653364311421,0.1190166008267858,0.070430964116135,0.11755636280825232,3484.9358870000005,82373,-0.005,0.253,0.1088134253564758,0.030731114001273045,1.4812774068115824,4.349040860119923,2806.3823610000004,68
5,-3.408,11.757,3.1883355154735655,2.4066155606048376,0.34836933655645097,-0.49033356885234936,3495452.7472289996,4624,-10.769,23.489,3.255253082615464,4.88579518877795,0.7515070882062157,0.7666729292825845,7550153.109661001,8379,-7.861,12.467,1.7388884962862532,4.191680032414298,0.2839636530531076,-1.1045144066955188,4511100.038036,4721,-0.418,0.39,-0.0016467352351735441,0.08446104165104212,-0.06676069021949212,0.1856946346733923,1563.2238869999999,103347,-0.498,0.467,-0.004552250389178776,0.10889013020117078,-0.11771427922291722,-0.033447283898276226,2601.8284830000002,76040,-0.538,0.624,-0.005633135662471297,0.11307259920682673,0.0015474733449636438,0.20095219099520367,2807.595624,78512,-0.005,0.306,0.12464336615673975,0.03316528646742078,1.3842040583010407,4.5286950766958505,3644.1105160000006,12
6,-3.598,11.168,3.0149092262448396,2.2995068012676088,0.3432031866694551,-0.5015841105415215,3148417.2822960005,4816,-10.12,22.559,2.9420501771818945,4.737678785718365,0.7502999325109933,0.6697240523948085,6810655.769500001,8686,-8.049,12.971,1.4854036596281008,3.916423733514909,0.2596919592439597,-1.1154307280232485,3842014.9022950004,4730,-0.487,0.383,-0.010785208051729805,0.08702416636859338,-0.04686824132603793,0.16516145957153183,1683.8756419999997,108239,-0.503,0.46,-0.0226875433821649,0.10824630566732733,-0.0936664903690644,-0.031705308749466976,2678.597793,81460,-0.56,0.612,-0.028671149490373717,0.11332086132665177,0.010354135179819375,0.14633319207423057,2992.1084209999995,81202,-0.005,0.291,0.11972597541372887,0.03288450185580704,1.586033198605182,4.747421355784372,3375.790491,10
7,-3.452,11.228,3.0756963124238315,2.3246518184381095,0.33136900032772093,-0.4975647201979334,3256484.896928,4734,-9.258,22.464,3.0662115050185537,4.795787459500814,0.73724226087773,0.7075877014763137,7098665.354159998,8425,-7.557,12.023,1.5910257842774784,4.026281349083027,0.26315766405976426,-1.1191427856655507,4106179.065612,4753,-0.42,0.367,-0.009102237923747187,0.08226172913699739,-0.06386463944577342,0.16270605437432906,1500.704746,102113,-0.477,0.448,-0.014460483734772033,0.10556542697441243,-0.14008726659048878,-0.077484687111403,2487.3197079999995,75435,-0.5,0.548,-0.018474519254907867,0.10980017181118301,-0.04634420158950369,0.10965570020682991,2716.0939609999996,77062,-0.005,0.323,0.12457507291623875,0.03421676998626539,1.4612911166656288,4.599640995113009,3656.5030509999997,8
8,-5.98,13.571,2.985322410100226,3.2480929267851715,0.3742364743052616,-0.3923334991919947,4307025.9709479995,6244,-22.785,33.122,2.630542634047591,6.276728213178872,0.927254787870483,1.3909338855206075,10250021.184485998,7954,-8.427,13.306,1.8615734742568975,3.9441502659994923,0.27317493183311764,-0.7851921684824124,4209541.764075,5303,-0.423,0.379,0.020561766274141222,0.08409027055279113,-0.14926819578147782,0.33424089551744984,1658.4212279999997,91869,-0.439,0.452,0.026741543230517573,0.10714810805509711,-0.10039162692680338,-0.0189677814188709,2698.949469,71325,-0.63,0.581,0.035479855581964925,0.1149184142798377,0.04400068257258412,0.331888201949988,3201.1339649999995,70498,-0.005,0.266,0.10580432169614376,0.028894942496795726,1.5017499395085845,5.113413479119954,2662.14542,16
9,-5.016,14.152,3.374313516944702,3.2553100471862275,0.4045018713022554,-0.374895376327419,4813768.505000999,5661,-13.797,31.626,3.2546797700215095,6.306480115303705,0.9541778514552437,1.387282065240366,11028656.21695,8304,-8.726,15.469,2.2982992140727108,4.412436493780231,0.29994368937306964,-0.8536532984720981,5420049.984079001,5171,-0.448,0.399,-0.00193997543120967,0.0822477466247073,-0.09291413741289838,0.43303414222181935,1482.129278,94519,-0.505,0.453,-0.005222904688620266,0.11173019913030079,-0.09793807836229008,-0.1623453012129934,2739.590398,69930,-0.538,0.589,-0.006283477260168877,0.11440039249669422,0.0100931500902078,0.21674434139744525,2874.483077,68945,-0.005,0.319,0.12714602446832318,0.039028111713900415,1.4704487222938476,3.80986274606326,3873.549427,16
