stat_names,flute_1,flute_2,flute_3
Force_X_min,-0.9510790296015906,-0.9469834851050353,-0.9304865874262198
Force_X_max,0.9424833228385674,0.9373280072541534,0.9225403776303294
Force_X_mean,0.915618521061892,0.9089918541045461,0.9028433764385816
Force_X_std,0.9422213338974418,0.9393024650607492,0.9236754974104822
Force_X_skew,-0.29716940393420926,-0.33790156729143983,-0.3951056662402211
Force_X_kurtosis,-0.6628544987183145,-0.6363774539404016,-0.6526053689005242
Force_X_energy,0.9304013911346626,0.9431224948295043,0.9277946805545537
Force_X_zero_crossings,0.7120341846065978,0.6518424450993796,0.6354063895785301
Force_Y_min,-0.8795876907599063,-0.8684369821262826,-0.861446322318252
Force_Y_max,0.8618401221640757,0.8576627098596666,0.8657116240655296
Force_Y_mean,0.8670252491688095,0.859102212505705,0.8657233891385802
Force_Y_std,0.9297556019269535,0.9338682797767897,0.924344590445376
Force_Y_skew,-0.8082621056236756,-0.7767461165231708,-0.74190648978331
Force_Y_kurtosis,-0.7129070752631799,-0.6917558015576173,-0.6465085602003813
Force_Y_energy,0.9286312650956668,0.9360872070338582,0.9260007190809914
Force_Y_zero_crossings,0.7141231601595892,0.6820226001528168,0.6448698277920828
Force_Z_min,-0.9015554311340475,-0.8925131721666599,-0.8846345216318932
Force_Z_max,0.9037338731653393,0.8933604428469245,0.8901889068895895
Force_Z_mean,0.8835790627206177,0.8745564697352612,0.8721584470604062
Force_Z_std,0.908753687628819,0.9004980106522633,0.8954363532588072
Force_Z_skew,-0.22929313693277395,-0.23630023145297765,-0.19055229297171292
Force_Z_kurtosis,-0.6738579667739204,-0.6712768186471701,-0.6923733140572387
Force_Z_energy,0.9022629205580884,0.9049550884993938,0.8931628550258159
Force_Z_zero_crossings,-0.4408262441116888,-0.4314396469912314,-0.4713485601784129
Vibration_X_min,-0.9160202473096887,-0.9166694924392302,-0.9009970762640908
Vibration_X_max,0.9328322609956925,0.9358309230921984,0.9225429446286858
Vibration_X_mean,0.12590124937674788,0.1276182151463685,0.13245401226742806
Vibration_X_std,0.9330457357809205,0.9373429637365687,0.9203921013969985
Vibration_X_skew,0.43268329970958497,0.38864292695282654,0.40018367365719176
Vibration_X_kurtosis,0.7185064783805651,0.7100502181210508,0.7060616469965378
Vibration_X_energy,0.920230184566764,0.9313801795749849,0.915637296751438
Vibration_X_zero_crossings,0.3768736899290432,0.4148228865819324,0.4058839961600462
Vibration_Y_min,-0.9092157595690189,-0.9210957440149559,-0.9081495652325918
Vibration_Y_max,0.898006510466332,0.9091253863455587,0.8948340873250273
Vibration_Y_mean,0.09374593048869982,0.09094118593864299,0.0935745562772987
Vibration_Y_std,0.9287909099712942,0.9352075080534484,0.9175530644228014
Vibration_Y_skew,-0.8252218374380396,-0.8225141158073083,-0.8176545710879874
Vibration_Y_kurtosis,0.36305499051287565,0.4138847320933953,0.4260776068463852
Vibration_Y_energy,0.9207439363915421,0.9329951420494285,0.9166301691975614
Vibration_Y_zero_crossings,-0.37876091483612,-0.33730644641415297,-0.33227835804987355
Vibration_Z_min,-0.9400267844025146,-0.9381728074336768,-0.9262730766785845
Vibration_Z_max,0.9441921158396983,0.9488569741205042,0.9378184623223723
Vibration_Z_mean,0.08496542284326415,0.08437003014817325,0.0869841502135376
Vibration_Z_std,0.9472582202150407,0.9462161979710261,0.9345377901220888
Vibration_Z_skew,0.6273637669457255,0.6413419231393441,0.6097167974472948
Vibration_Z_kurtosis,0.8751370130068242,0.8969918072667508,0.8882699794942762
Vibration_Z_energy,0.9305044790242546,0.936810974385101,0.9240105818850735
Vibration_Z_zero_crossings,0.5453116657471421,0.5791428434408229,0.5528131324617693
AE_RMS_min,,,
AE_RMS_max,0.41176544315169394,0.41213723078945175,0.40049442038064514
AE_RMS_mean,0.5364515608089799,0.535078213040652,0.5222730184031181
AE_RMS_std,0.2772423994475513,0.2912570595552261,0.2923041832588371
AE_RMS_skew,-0.6025615201953533,-0.5748939285258787,-0.5516866819343803
AE_RMS_kurtosis,0.5019591411280119,0.4918178426102696,0.47125904574635313
AE_RMS_energy,0.4928902273579685,0.48954774505846316,0.4772863998869521
AE_RMS_zero_crossings,0.04808015050463844,0.05846161571315444,0.06044081340326257
