stat_names,flute_1,flute_2,flute_3
Force_X_min,-0.7387213473482444,-0.7156384904688686,-0.6442331683736359
Force_X_max,0.8914961093992483,0.8758815503302351,0.8531709141604237
Force_X_mean,0.4867404610192115,0.48430642055887213,0.5039098283140746
Force_X_std,0.9724147112056376,0.9474475941009549,0.8931957916243158
Force_X_skew,-0.3156005552017967,-0.4249865066592269,-0.47438308293086356
Force_X_kurtosis,-0.6218857828008983,-0.7017615803678561,-0.7844711525720387
Force_X_energy,0.5933593206420565,0.5757128350226678,0.5555069338958698
Force_X_zero_crossings,0.29824579048631206,0.3233170316991681,0.3415307843515411
Force_Y_min,-0.8226286971542194,-0.8213707483790118,-0.7703996853331446
Force_Y_max,0.9297584812282661,0.9507662351945132,0.9451972242278841
Force_Y_mean,0.8835862024916911,0.9189180109692892,0.9498831628320736
Force_Y_std,0.9776114312317411,0.9580675785176447,0.9065137673104717
Force_Y_skew,-0.7246312272549782,-0.6870301582234227,-0.6278518110088489
Force_Y_kurtosis,-0.6506359162330082,-0.5824835607324654,-0.5488304345959741
Force_Y_energy,0.960859124231381,0.9383598822676944,0.8724239347995955
Force_Y_zero_crossings,0.8676413515880717,0.8172743539471231,0.7814849677191854
Force_Z_min,-0.9408434588436484,-0.9436225535235104,-0.9431897744928078
Force_Z_max,0.9365411589397069,0.9534196222375642,0.9604205480855197
Force_Z_mean,0.9226046828546014,0.9503225498629564,0.9501552713443441
Force_Z_std,0.9508548897729088,0.9568301020668781,0.9522325386470858
Force_Z_skew,-0.7823021617644002,-0.7945388128837063,-0.801447696257661
Force_Z_kurtosis,-0.7802162746508501,-0.8441249688916863,-0.922132614088444
Force_Z_energy,0.9625854900867269,0.9463039583107916,0.9022523558815364
Force_Z_zero_crossings,-0.5407938393450976,-0.6328887428829085,-0.7383456246437196
Vibration_X_min,-0.9391641224982126,-0.9262726762761152,-0.8882197887934649
Vibration_X_max,0.9469325102392826,0.9307521891427861,0.8822649404123442
Vibration_X_mean,-0.10181838913000155,-0.05720245004483078,-0.039410205741311835
Vibration_X_std,0.9607149199786061,0.9402826666828195,0.883625852285088
Vibration_X_skew,0.7035678794716653,0.7396314596851608,0.800923065721401
Vibration_X_kurtosis,0.6740817509521027,0.6848858387235397,0.7183430236955579
Vibration_X_energy,0.9577616477198551,0.9272262798767563,0.8492871525292837
Vibration_X_zero_crossings,-0.22905391532059413,-0.1671820472289281,-0.13992438219163963
Vibration_Y_min,-0.9489482758492765,-0.9311949676894228,-0.8784228750351211
Vibration_Y_max,0.9341986834025567,0.9225077551224437,0.8897726188530249
Vibration_Y_mean,-0.01049771128303627,0.007071787757395793,0.009509382452951244
Vibration_Y_std,0.9581800449773987,0.9397079809879533,0.887917128848633
Vibration_Y_skew,-0.8903099201267215,-0.8773666442471817,-0.82454944031207
Vibration_Y_kurtosis,0.45820747143794255,0.4269754588934838,0.3682519923386532
Vibration_Y_energy,0.9624643419604229,0.9335540733882762,0.8601237769663187
Vibration_Y_zero_crossings,-0.7459576243481388,-0.7292028646285718,-0.7473738581247523
Vibration_Z_min,-0.9056514685134671,-0.9105253435054342,-0.8948193154283395
Vibration_Z_max,0.9331782053283763,0.9256214695634514,0.8846140003117949
Vibration_Z_mean,-0.03948360561383576,-0.011050739902320566,-0.0007616254590489605
Vibration_Z_std,0.9343720543698688,0.9450185876056826,0.9305803854026599
Vibration_Z_skew,0.24083531329607089,0.1414483999405426,-0.04474164680761622
Vibration_Z_kurtosis,0.8136874257922669,0.8087721028368265,0.81904817892162
Vibration_Z_energy,0.9390777840107422,0.9354195136173415,0.9000207477871458
Vibration_Z_zero_crossings,0.44752671968438373,0.42090867190276265,0.40393119202797034
AE_RMS_min,-0.07609885833296283,-0.049369128546319314,-0.04764975280385375
AE_RMS_max,0.516093597121605,0.45404245235491364,0.3545094578649912
AE_RMS_mean,0.6193868248674917,0.5620172263587081,0.46930036430228067
AE_RMS_std,0.38540280402154975,0.3570616695864975,0.28543971844444177
AE_RMS_skew,-0.374319687532497,-0.3291302173126117,-0.224642548519711
AE_RMS_kurtosis,0.4163868026917312,0.3948169751118398,0.3613202219560342
AE_RMS_energy,0.5812374676675619,0.5380964872115298,0.43440106555842256
AE_RMS_zero_crossings,-0.12368864060372119,-0.09987428215460414,-0.11471312538614303
